Country,Sex,Cause of Death,DALY per 100k Pop
Finland,Female,Chronic obstructive pulmonary disease,21.24
France,Both sexes,Total,416.3
France,Both sexes,Lower respiratory infections,36.34
France,Both sexes,"Trachea, bronchus, lung cancers",90.23
France,Both sexes,Cataracts,0
France,Both sexes,Ischaemic heart disease,159.2
France,Both sexes,Stroke,74.29
France,Both sexes,Chronic obstructive pulmonary disease,56.19
France,Male,Total,526.6
France,Male,Lower respiratory infections,37.71
France,Male,"Trachea, bronchus, lung cancers",133
France,Male,Ischaemic heart disease,211.6
France,Male,Stroke,74.26
France,Male,Chronic obstructive pulmonary disease,70.04
France,Female,Total,309.6
France,Female,Lower respiratory infections,35.02
France,Female,"Trachea, bronchus, lung cancers",48.9
France,Female,Cataracts,0
France,Female,Ischaemic heart disease,108.5
France,Female,Stroke,74.33
France,Female,Chronic obstructive pulmonary disease,42.79
United Kingdom of Great Britain and Northern Ireland,Both sexes,Total,559.5
United Kingdom of Great Britain and Northern Ireland,Both sexes,Lower respiratory infections,67.66
United Kingdom of Great Britain and Northern Ireland,Both sexes,"Trachea, bronchus, lung cancers",68.58
United Kingdom of Great Britain and Northern Ireland,Both sexes,Cataracts,0
United Kingdom of Great Britain and Northern Ireland,Both sexes,Ischaemic heart disease,225.9
United Kingdom of Great Britain and Northern Ireland,Both sexes,Stroke,79.59
United Kingdom of Great Britain and Northern Ireland,Both sexes,Chronic obstructive pulmonary disease,117.8
United Kingdom of Great Britain and Northern Ireland,Male,Total,657.6
United Kingdom of Great Britain and Northern Ireland,Male,Lower respiratory infections,66.12
United Kingdom of Great Britain and Northern Ireland,Male,"Trachea, bronchus, lung cancers",76.54
United Kingdom of Great Britain and Northern Ireland,Male,Ischaemic heart disease,312.9
United Kingdom of Great Britain and Northern Ireland,Male,Stroke,76.65
United Kingdom of Great Britain and Northern Ireland,Male,Chronic obstructive pulmonary disease,125.4
United Kingdom of Great Britain and Northern Ireland,Female,Total,464
United Kingdom of Great Britain and Northern Ireland,Female,Lower respiratory infections,69.16
United Kingdom of Great Britain and Northern Ireland,Female,"Trachea, bronchus, lung cancers",60.84
United Kingdom of Great Britain and Northern Ireland,Female,Cataracts,0
United Kingdom of Great Britain and Northern Ireland,Female,Ischaemic heart disease,141.2
United Kingdom of Great Britain and Northern Ireland,Female,Stroke,82.46
United Kingdom of Great Britain and Northern Ireland,Female,Chronic obstructive pulmonary disease,110.4
Georgia,Both sexes,Total,2401
Georgia,Both sexes,Lower respiratory infections,78.15
Georgia,Both sexes,"Trachea, bronchus, lung cancers",82.55
Georgia,Both sexes,Cataracts,0
Georgia,Both sexes,Ischaemic heart disease,1428
Georgia,Both sexes,Stroke,639.2
Georgia,Both sexes,Chronic obstructive pulmonary disease,172.5
Georgia,Male,Total,3086
Georgia,Male,Lower respiratory infections,100.6
Georgia,Male,"Trachea, bronchus, lung cancers",143.4
Georgia,Male,Ischaemic heart disease,1879
Georgia,Male,Stroke,740.7
Georgia,Male,Chronic obstructive pulmonary disease,221.8
Georgia,Female,Total,1775
Georgia,Female,Lower respiratory infections,57.64
Georgia,Female,"Trachea, bronchus, lung cancers",26.97
Georgia,Female,Cataracts,0
Georgia,Female,Ischaemic heart disease,1016
Georgia,Female,Stroke,546.5
Georgia,Female,Chronic obstructive pulmonary disease,127.4
Greece,Both sexes,Total,1049
Greece,Both sexes,Lower respiratory infections,98.73
Greece,Both sexes,"Trachea, bronchus, lung cancers",142.3
Greece,Both sexes,Cataracts,0
Greece,Both sexes,Ischaemic heart disease,448.3
Greece,Both sexes,Stroke,191.4
Greece,Both sexes,Chronic obstructive pulmonary disease,167.9
Greece,Male,Total,1317
Greece,Male,Lower respiratory infections,96.35
Greece,Male,"Trachea, bronchus, lung cancers",232.7
Greece,Male,Ischaemic heart disease,607.3
Greece,Male,Stroke,189
Greece,Male,Chronic obstructive pulmonary disease,191.7
Greece,Female,Total,788.3
Greece,Female,Lower respiratory infections,101
Greece,Female,"Trachea, bronchus, lung cancers",54.77
Greece,Female,Cataracts,0
Greece,Female,Ischaemic heart disease,294.1
Greece,Female,Stroke,193.6
Greece,Female,Chronic obstructive pulmonary disease,144.7
Croatia,Both sexes,Total,1263
Croatia,Both sexes,Lower respiratory infections,37.85
Croatia,Both sexes,"Trachea, bronchus, lung cancers",169.5
Croatia,Both sexes,Cataracts,0
Croatia,Both sexes,Ischaemic heart disease,648.2
Croatia,Both sexes,Stroke,275.9
Croatia,Both sexes,Chronic obstructive pulmonary disease,132
Croatia,Male,Total,1570
Croatia,Male,Lower respiratory infections,47.99
Croatia,Male,"Trachea, bronchus, lung cancers",263
Croatia,Male,Ischaemic heart disease,802.2
Croatia,Male,Stroke,286
Croatia,Male,Chronic obstructive pulmonary disease,170.8
Croatia,Female,Total,978.1
Croatia,Female,Lower respiratory infections,28.43
Croatia,Female,"Trachea, bronchus, lung cancers",82.49
Croatia,Female,Cataracts,0
Croatia,Female,Ischaemic heart disease,504.9
Croatia,Female,Stroke,266.4
Croatia,Female,Chronic obstructive pulmonary disease,95.89
Hungary,Both sexes,Total,1639
Hungary,Both sexes,Lower respiratory infections,36.44
Hungary,Both sexes,"Trachea, bronchus, lung cancers",221.2
Hungary,Both sexes,Cataracts,0
Hungary,Both sexes,Ischaemic heart disease,936.1
Hungary,Both sexes,Stroke,229.7
Hungary,Both sexes,Chronic obstructive pulmonary disease,215.9
Hungary,Male,Total,2002
Hungary,Male,Lower respiratory infections,44.03
Hungary,Male,"Trachea, bronchus, lung cancers",294.9
Hungary,Male,Ischaemic heart disease,1141
Hungary,Male,Stroke,257
Hungary,Male,Chronic obstructive pulmonary disease,264.4
Hungary,Female,Total,1311
Hungary,Female,Lower respiratory infections,29.56
Hungary,Female,"Trachea, bronchus, lung cancers",154.4
Hungary,Female,Cataracts,0
Hungary,Female,Ischaemic heart disease,750.1
Hungary,Female,Stroke,204.9
Hungary,Female,Chronic obstructive pulmonary disease,171.8
Ireland,Both sexes,Total,360.7
Ireland,Both sexes,Lower respiratory infections,22.56
Ireland,Both sexes,"Trachea, bronchus, lung cancers",39.4
Ireland,Both sexes,Cataracts,0
Ireland,Both sexes,Ischaemic heart disease,179.5
Ireland,Both sexes,Stroke,49.49
Ireland,Both sexes,Chronic obstructive pulmonary disease,69.7
Ireland,Male,Total,438.1
Ireland,Male,Lower respiratory infections,22.3
Ireland,Male,"Trachea, bronchus, lung cancers",45.55
Ireland,Male,Ischaemic heart disease,247.6
Ireland,Male,Stroke,48.39
Ireland,Male,Chronic obstructive pulmonary disease,74.22
Ireland,Female,Total,284.5
Ireland,Female,Lower respiratory infections,22.82
Ireland,Female,"Trachea, bronchus, lung cancers",33.34
Ireland,Female,Cataracts,0
Ireland,Female,Ischaemic heart disease,112.6
Ireland,Female,Stroke,50.58
Ireland,Female,Chronic obstructive pulmonary disease,65.25
Iceland,Both sexes,Total,273.9
Iceland,Both sexes,Lower respiratory infections,11.03
Iceland,Both sexes,"Trachea, bronchus, lung cancers",26.35
Iceland,Both sexes,Cataracts,0
Iceland,Both sexes,Ischaemic heart disease,148.2
Iceland,Both sexes,Stroke,39.24
Iceland,Both sexes,Chronic obstructive pulmonary disease,49.04
Iceland,Male,Total,320.4
Iceland,Male,Lower respiratory infections,9.75
Iceland,Male,"Trachea, bronchus, lung cancers",23.36
Iceland,Male,Ischaemic heart disease,198.7
Iceland,Male,Stroke,40.8
Iceland,Male,Chronic obstructive pulmonary disease,47.79
Iceland,Female,Total,227.1
Iceland,Female,Lower respiratory infections,12.32
Iceland,Female,"Trachea, bronchus, lung cancers",29.36
Iceland,Female,Cataracts,0
Iceland,Female,Ischaemic heart disease,97.43
Iceland,Female,Stroke,37.68
Iceland,Female,Chronic obstructive pulmonary disease,50.3
Israel,Both sexes,Total,410.4
Israel,Both sexes,Lower respiratory infections,72.21
Israel,Both sexes,"Trachea, bronchus, lung cancers",67.36
Israel,Both sexes,Cataracts,0
Israel,Both sexes,Ischaemic heart disease,136.8
Israel,Both sexes,Stroke,60.26
Israel,Both sexes,Chronic obstructive pulmonary disease,73.73
Israel,Male,Total,513
Israel,Male,Lower respiratory infections,81.43
Israel,Male,"Trachea, bronchus, lung cancers",95.02
Israel,Male,Ischaemic heart disease,184.6
Israel,Male,Stroke,64.45
Israel,Male,Chronic obstructive pulmonary disease,87.51
Israel,Female,Total,309.3
Israel,Female,Lower respiratory infections,63.12
Israel,Female,"Trachea, bronchus, lung cancers",40.11
Israel,Female,Cataracts,0
Israel,Female,Ischaemic heart disease,89.76
Israel,Female,Stroke,56.12
Israel,Female,Chronic obstructive pulmonary disease,60.15
Italy,Both sexes,Total,723.4
Italy,Both sexes,Lower respiratory infections,41.04
Italy,Both sexes,"Trachea, bronchus, lung cancers",113
Italy,Both sexes,Cataracts,0
Italy,Both sexes,Ischaemic heart disease,316.1
Italy,Both sexes,Stroke,134
Italy,Both sexes,Chronic obstructive pulmonary disease,119.2
Italy,Male,Total,867.7
Italy,Male,Lower respiratory infections,43.29
Italy,Male,"Trachea, bronchus, lung cancers",166
Italy,Male,Ischaemic heart disease,389.7
Italy,Male,Stroke,127.8
Italy,Male,Chronic obstructive pulmonary disease,141
Italy,Female,Total,586.3
Italy,Female,Lower respiratory infections,38.91
Italy,Female,"Trachea, bronchus, lung cancers",62.68
Italy,Female,Cataracts,0
Italy,Female,Ischaemic heart disease,246.3
Italy,Female,Stroke,139.8
Italy,Female,Chronic obstructive pulmonary disease,98.54
Kazakhstan,Both sexes,Total,1187
Kazakhstan,Both sexes,Lower respiratory infections,82.88
Kazakhstan,Both sexes,"Trachea, bronchus, lung cancers",43.14
Kazakhstan,Both sexes,Cataracts,0
Kazakhstan,Both sexes,Ischaemic heart disease,718.4
Kazakhstan,Both sexes,Stroke,244.5
Kazakhstan,Both sexes,Chronic obstructive pulmonary disease,97.97
Kazakhstan,Male,Total,1519
Kazakhstan,Male,Lower respiratory infections,111.3
Kazakhstan,Male,"Trachea, bronchus, lung cancers",71.15
Kazakhstan,Male,Ischaemic heart disease,932
Kazakhstan,Male,Stroke,272.9
Kazakhstan,Male,Chronic obstructive pulmonary disease,131.7
Kazakhstan,Female,Total,874.9
Kazakhstan,Female,Lower respiratory infections,56.14
Kazakhstan,Female,"Trachea, bronchus, lung cancers",16.84
Kazakhstan,Female,Cataracts,0
Kazakhstan,Female,Ischaemic heart disease,517.9
Kazakhstan,Female,Stroke,217.8
Kazakhstan,Female,Chronic obstructive pulmonary disease,66.3
Kyrgyzstan,Both sexes,Total,1275
Kyrgyzstan,Both sexes,Lower respiratory infections,220.3
Kyrgyzstan,Both sexes,"Trachea, bronchus, lung cancers",29.94
Kyrgyzstan,Both sexes,Cataracts,0
Kyrgyzstan,Both sexes,Ischaemic heart disease,659.7
Kyrgyzstan,Both sexes,Stroke,273.9
Kyrgyzstan,Both sexes,Chronic obstructive pulmonary disease,90.77
Kyrgyzstan,Male,Total,1572
Kyrgyzstan,Male,Lower respiratory infections,250
Kyrgyzstan,Male,"Trachea, bronchus, lung cancers",46.69
Kyrgyzstan,Male,Ischaemic heart disease,833.2
Kyrgyzstan,Male,Stroke,326.5
Kyrgyzstan,Male,Chronic obstructive pulmonary disease,115.4
Kyrgyzstan,Female,Total,982
Kyrgyzstan,Female,Lower respiratory infections,191
Kyrgyzstan,Female,"Trachea, bronchus, lung cancers",13.46
Kyrgyzstan,Female,Cataracts,0
Kyrgyzstan,Female,Ischaemic heart disease,488.9
Kyrgyzstan,Female,Stroke,222.1
Kyrgyzstan,Female,Chronic obstructive pulmonary disease,66.52
Lithuania,Both sexes,Total,1470
Lithuania,Both sexes,Lower respiratory infections,63.4
Lithuania,Both sexes,"Trachea, bronchus, lung cancers",74.5
Lithuania,Both sexes,Cataracts,0
Lithuania,Both sexes,Ischaemic heart disease,979.2
Lithuania,Both sexes,Stroke,297.8
Lithuania,Both sexes,Chronic obstructive pulmonary disease,55.06
Lithuania,Male,Total,1868
Lithuania,Male,Lower respiratory infections,92.45
Lithuania,Male,"Trachea, bronchus, lung cancers",131.9
Lithuania,Male,Ischaemic heart disease,1256
Lithuania,Male,Stroke,302.2
Lithuania,Male,Chronic obstructive pulmonary disease,85.99
Lithuania,Female,Total,1130
Lithuania,Female,Lower respiratory infections,38.6
Lithuania,Female,"Trachea, bronchus, lung cancers",25.46
Lithuania,Female,Cataracts,0
Lithuania,Female,Ischaemic heart disease,742.9
Lithuania,Female,Stroke,293.9
Lithuania,Female,Chronic obstructive pulmonary disease,28.65
Luxembourg,Both sexes,Total,409
Luxembourg,Both sexes,Lower respiratory infections,23.53
Luxembourg,Both sexes,"Trachea, bronchus, lung cancers",57.24
Luxembourg,Both sexes,Cataracts,0
Luxembourg,Both sexes,Ischaemic heart disease,189.2
Luxembourg,Both sexes,Stroke,60.12
Luxembourg,Both sexes,Chronic obstructive pulmonary disease,78.93
Luxembourg,Male,Total,504.5
Luxembourg,Male,Lower respiratory infections,23.38
Luxembourg,Male,"Trachea, bronchus, lung cancers",75.91
Luxembourg,Male,Ischaemic heart disease,260.4
Luxembourg,Male,Stroke,59.01
Luxembourg,Male,Chronic obstructive pulmonary disease,85.86
Luxembourg,Female,Total,312.6
Luxembourg,Female,Lower respiratory infections,23.69
Luxembourg,Female,"Trachea, bronchus, lung cancers",38.38
Luxembourg,Female,Cataracts,0
Luxembourg,Female,Ischaemic heart disease,117.3
Luxembourg,Female,Stroke,61.23
Luxembourg,Female,Chronic obstructive pulmonary disease,71.94
Latvia,Both sexes,Total,1562
Latvia,Both sexes,Lower respiratory infections,71.73
Latvia,Both sexes,"Trachea, bronchus, lung cancers",91.87
Latvia,Both sexes,Cataracts,0
Latvia,Both sexes,Ischaemic heart disease,949.1
Latvia,Both sexes,Stroke,395.3
Latvia,Both sexes,Chronic obstructive pulmonary disease,54.13
Latvia,Male,Total,1947
Latvia,Male,Lower respiratory infections,105.2
Latvia,Male,"Trachea, bronchus, lung cancers",160.3
Latvia,Male,Ischaemic heart disease,1208
Latvia,Male,Stroke,386.6
Latvia,Male,Chronic obstructive pulmonary disease,86.05
Latvia,Female,Total,1236
Latvia,Female,Lower respiratory infections,43.3
Latvia,Female,"Trachea, bronchus, lung cancers",33.74
Latvia,Female,Cataracts,0
Latvia,Female,Ischaemic heart disease,728.9
Latvia,Female,Stroke,402.6
Latvia,Female,Chronic obstructive pulmonary disease,27.04
Monaco,Both sexes,Cataracts,0
Monaco,Female,Cataracts,0
Republic of Moldova,Both sexes,Total,1874
Republic of Moldova,Both sexes,Lower respiratory infections,170.7
Republic of Moldova,Both sexes,"Trachea, bronchus, lung cancers",79.42
Republic of Moldova,Both sexes,Cataracts,0
Republic of Moldova,Both sexes,Ischaemic heart disease,1161
Republic of Moldova,Both sexes,Stroke,390.3
Republic of Moldova,Both sexes,Chronic obstructive pulmonary disease,73.11
Republic of Moldova,Male,Total,2302
Republic of Moldova,Male,Lower respiratory infections,256.5
Republic of Moldova,Male,"Trachea, bronchus, lung cancers",137.9
Republic of Moldova,Male,Ischaemic heart disease,1382
Republic of Moldova,Male,Stroke,423.6
Republic of Moldova,Male,Chronic obstructive pulmonary disease,101.9
Republic of Moldova,Female,Total,1479
Republic of Moldova,Female,Lower respiratory infections,91.5
Republic of Moldova,Female,"Trachea, bronchus, lung cancers",25.43
Republic of Moldova,Female,Cataracts,0
Republic of Moldova,Female,Ischaemic heart disease,956.2
Republic of Moldova,Female,Stroke,359.5
Republic of Moldova,Female,Chronic obstructive pulmonary disease,46.49
The former Yugoslav Republic of Macedonia,Both sexes,Total,1603
The former Yugoslav Republic of Macedonia,Both sexes,Lower respiratory infections,52.55
The former Yugoslav Republic of Macedonia,Both sexes,"Trachea, bronchus, lung cancers",187.9
The former Yugoslav Republic of Macedonia,Both sexes,Cataracts,0
The former Yugoslav Republic of Macedonia,Both sexes,Ischaemic heart disease,681.6
The former Yugoslav Republic of Macedonia,Both sexes,Stroke,516.9
The former Yugoslav Republic of Macedonia,Both sexes,Chronic obstructive pulmonary disease,163.7
The former Yugoslav Republic of Macedonia,Male,Total,1981
The former Yugoslav Republic of Macedonia,Male,Lower respiratory infections,59.07
The former Yugoslav Republic of Macedonia,Male,"Trachea, bronchus, lung cancers",306.8
The former Yugoslav Republic of Macedonia,Male,Ischaemic heart disease,872.5
The former Yugoslav Republic of Macedonia,Male,Stroke,536.2
The former Yugoslav Republic of Macedonia,Male,Chronic obstructive pulmonary disease,206.6
The former Yugoslav Republic of Macedonia,Female,Total,1224
The former Yugoslav Republic of Macedonia,Female,Lower respiratory infections,46.03
The former Yugoslav Republic of Macedonia,Female,"Trachea, bronchus, lung cancers",69.12
The former Yugoslav Republic of Macedonia,Female,Cataracts,0
The former Yugoslav Republic of Macedonia,Female,Ischaemic heart disease,490.7
The former Yugoslav Republic of Macedonia,Female,Stroke,497.6
The former Yugoslav Republic of Macedonia,Female,Chronic obstructive pulmonary disease,120.7
Malta,Both sexes,Total,750.8
Malta,Both sexes,Lower respiratory infections,68.03
Malta,Both sexes,"Trachea, bronchus, lung cancers",77.13
Malta,Both sexes,Cataracts,0
Malta,Both sexes,Ischaemic heart disease,418.6
Malta,Both sexes,Stroke,102.7
Malta,Both sexes,Chronic obstructive pulmonary disease,84.35
Malta,Male,Total,924.8
Malta,Male,Lower respiratory infections,68.15
Malta,Male,"Trachea, bronchus, lung cancers",121.2
Malta,Male,Ischaemic heart disease,517.4
Malta,Male,Stroke,103.4
Malta,Male,Chronic obstructive pulmonary disease,114.6
Malta,Female,Total,575.4
Malta,Female,Lower respiratory infections,67.92
Malta,Female,"Trachea, bronchus, lung cancers",32.72
Malta,Female,Cataracts,0
Malta,Female,Ischaemic heart disease,319
Malta,Female,Stroke,101.9
Malta,Female,Chronic obstructive pulmonary disease,53.87
Montenegro,Both sexes,Total,1504
Montenegro,Both sexes,Lower respiratory infections,34.76
Montenegro,Both sexes,"Trachea, bronchus, lung cancers",198.9
Montenegro,Both sexes,Cataracts,0
Montenegro,Both sexes,Ischaemic heart disease,683.5
Montenegro,Both sexes,Stroke,492.7
Montenegro,Both sexes,Chronic obstructive pulmonary disease,94.07
Montenegro,Male,Total,1827
Montenegro,Male,Lower respiratory infections,44.31
Montenegro,Male,"Trachea, bronchus, lung cancers",307.4
Montenegro,Male,Ischaemic heart disease,893.7
Montenegro,Male,Stroke,453.4
Montenegro,Male,Chronic obstructive pulmonary disease,128
Montenegro,Female,Total,1189
Montenegro,Female,Lower respiratory infections,25.47
Montenegro,Female,"Trachea, bronchus, lung cancers",93.2
Montenegro,Female,Cataracts,0
Montenegro,Female,Ischaemic heart disease,478.8
Montenegro,Female,Stroke,530.8
Montenegro,Female,Chronic obstructive pulmonary disease,61.07
Netherlands,Both sexes,Total,564.5
Netherlands,Both sexes,Lower respiratory infections,42.24
Netherlands,Both sexes,"Trachea, bronchus, lung cancers",105.5
Netherlands,Both sexes,Cataracts,0
Netherlands,Both sexes,Ischaemic heart disease,195.4
Netherlands,Both sexes,Stroke,85.62
Netherlands,Both sexes,Chronic obstructive pulmonary disease,135.7
Netherlands,Male,Total,642.9
Netherlands,Male,Lower respiratory infections,43.2
Netherlands,Male,"Trachea, bronchus, lung cancers",120.6
Netherlands,Male,Ischaemic heart disease,249.2
Netherlands,Male,Stroke,82.55
Netherlands,Male,Chronic obstructive pulmonary disease,147.3
Netherlands,Female,Total,487
Netherlands,Female,Lower respiratory infections,41.29
Netherlands,Female,"Trachea, bronchus, lung cancers",90.6
Netherlands,Female,Cataracts,0
Netherlands,Female,Ischaemic heart disease,142.2
Netherlands,Female,Stroke,88.67
Netherlands,Female,Chronic obstructive pulmonary disease,124.3
Norway,Both sexes,Total,307
Norway,Both sexes,Lower respiratory infections,22.28
Norway,Both sexes,"Trachea, bronchus, lung cancers",30.78
Norway,Both sexes,Cataracts,0
Norway,Both sexes,Ischaemic heart disease,136.7
Norway,Both sexes,Stroke,50.44
Norway,Both sexes,Chronic obstructive pulmonary disease,66.77
Norway,Male,Total,352.4
Norway,Male,Lower respiratory infections,22.26
Norway,Male,"Trachea, bronchus, lung cancers",33.73
Norway,Male,Ischaemic heart disease,176.7
Norway,Male,Stroke,48.24
Norway,Male,Chronic obstructive pulmonary disease,71.43
Norway,Female,Total,260.8
Norway,Female,Lower respiratory infections,22.31
Norway,Female,"Trachea, bronchus, lung cancers",27.79
Norway,Female,Cataracts,0
Norway,Female,Ischaemic heart disease,96.04
Norway,Female,Stroke,52.67
Norway,Female,Chronic obstructive pulmonary disease,62.02
Poland,Both sexes,Total,1494
Poland,Both sexes,Lower respiratory infections,136.5
Poland,Both sexes,"Trachea, bronchus, lung cancers",198.4
Poland,Both sexes,Cataracts,0
Poland,Both sexes,Ischaemic heart disease,797.2
Poland,Both sexes,Stroke,211.8
Poland,Both sexes,Chronic obstructive pulmonary disease,149.8
Poland,Male,Total,1916
Poland,Male,Lower respiratory infections,170.2
Poland,Male,"Trachea, bronchus, lung cancers",284.3
Poland,Male,Ischaemic heart disease,1025
Poland,Male,Stroke,237.9
Poland,Male,Chronic obstructive pulmonary disease,198.2
Poland,Female,Total,1099
Poland,Female,Lower respiratory infections,105
Poland,Female,"Trachea, bronchus, lung cancers",118.2
Poland,Female,Cataracts,0
Poland,Female,Ischaemic heart disease,584
Poland,Female,Stroke,187.4
Poland,Female,Chronic obstructive pulmonary disease,104.5
Portugal,Both sexes,Total,445
Portugal,Both sexes,Lower respiratory infections,63.76
Portugal,Both sexes,"Trachea, bronchus, lung cancers",39.47
Portugal,Both sexes,Cataracts,0
Portugal,Both sexes,Ischaemic heart disease,159.9
Portugal,Both sexes,Stroke,122.6
Portugal,Both sexes,Chronic obstructive pulmonary disease,59.24
Portugal,Male,Total,553.5
Portugal,Male,Lower respiratory infections,72.65
Portugal,Male,"Trachea, bronchus, lung cancers",66.72
Portugal,Male,Ischaemic heart disease,210.1
Portugal,Male,Stroke,132.7
Portugal,Male,Chronic obstructive pulmonary disease,71.28
Portugal,Female,Total,347.5
Portugal,Female,Lower respiratory infections,55.77
Portugal,Female,"Trachea, bronchus, lung cancers",14.97
Portugal,Female,Cataracts,0
Portugal,Female,Ischaemic heart disease,114.8
Portugal,Female,Stroke,113.5
Portugal,Female,Chronic obstructive pulmonary disease,48.42
Romania,Both sexes,Total,1658
Romania,Both sexes,Lower respiratory infections,137.8
Romania,Both sexes,"Trachea, bronchus, lung cancers",122.2
Romania,Both sexes,Cataracts,0
Romania,Both sexes,Ischaemic heart disease,900.6
Romania,Both sexes,Stroke,378.9
Romania,Both sexes,Chronic obstructive pulmonary disease,118.3
Romania,Male,Total,2059
Romania,Male,Lower respiratory infections,175.9
Romania,Male,"Trachea, bronchus, lung cancers",198.1
Romania,Male,Ischaemic heart disease,1106
Romania,Male,Stroke,407.6
Romania,Male,Chronic obstructive pulmonary disease,170.4
Romania,Female,Total,1281
Romania,Female,Lower respiratory infections,102
Romania,Female,"Trachea, bronchus, lung cancers",50.92
Romania,Female,Cataracts,0
Romania,Female,Ischaemic heart disease,707
Romania,Female,Stroke,351.9
Romania,Female,Chronic obstructive pulmonary disease,69.21
Russian Federation,Both sexes,Total,1752
Russian Federation,Both sexes,Lower respiratory infections,107.6
Russian Federation,Both sexes,"Trachea, bronchus, lung cancers",99.39
Russian Federation,Both sexes,Cataracts,0
Russian Federation,Both sexes,Ischaemic heart disease,1054
Russian Federation,Both sexes,Stroke,419.5
Russian Federation,Both sexes,Chronic obstructive pulmonary disease,71.55
Russian Federation,Male,Total,2301
Russian Federation,Male,Lower respiratory infections,173.4
Russian Federation,Male,"Trachea, bronchus, lung cancers",180.1
Russian Federation,Male,Ischaemic heart disease,1385
Russian Federation,Male,Stroke,453.3
Russian Federation,Male,Chronic obstructive pulmonary disease,109
Russian Federation,Female,Total,1276
Russian Federation,Female,Lower respiratory infections,50.57
Russian Federation,Female,"Trachea, bronchus, lung cancers",29.32
Russian Federation,Female,Cataracts,0
Russian Federation,Female,Ischaemic heart disease,767.3
Russian Federation,Female,Stroke,390.1
Russian Federation,Female,Chronic obstructive pulmonary disease,39.07
San Marino,Both sexes,Cataracts,0
San Marino,Female,Cataracts,0
Serbia,Both sexes,Total,1560
Serbia,Both sexes,Lower respiratory infections,66.22
Serbia,Both sexes,"Trachea, bronchus, lung cancers",243.1
Serbia,Both sexes,Cataracts,0
Serbia,Both sexes,Ischaemic heart disease,703.4
Serbia,Both sexes,Stroke,356.9
Serbia,Both sexes,Chronic obstructive pulmonary disease,190.5
Serbia,Male,Total,1946
Serbia,Male,Lower respiratory infections,81.66
Serbia,Male,"Trachea, bronchus, lung cancers",362.5
Serbia,Male,Ischaemic heart disease,884.5
Serbia,Male,Stroke,370.9
Serbia,Male,Chronic obstructive pulmonary disease,246
Serbia,Female,Total,1192
Serbia,Female,Lower respiratory infections,51.45
Serbia,Female,"Trachea, bronchus, lung cancers",129
Serbia,Female,Cataracts,0
Serbia,Female,Ischaemic heart disease,530.4
Serbia,Female,Stroke,343.6
Serbia,Female,Chronic obstructive pulmonary disease,137.4
Slovakia,Both sexes,Total,1110
Slovakia,Both sexes,Lower respiratory infections,111.5
Slovakia,Both sexes,"Trachea, bronchus, lung cancers",115.4
Slovakia,Both sexes,Cataracts,0
Slovakia,Both sexes,Ischaemic heart disease,601.7
Slovakia,Both sexes,Stroke,196.3
Slovakia,Both sexes,Chronic obstructive pulmonary disease,84.82
Slovakia,Male,Total,1414
Slovakia,Male,Lower respiratory infections,141
Slovakia,Male,"Trachea, bronchus, lung cancers",181
Slovakia,Male,Ischaemic heart disease,752.3
Slovakia,Male,Stroke,223.7
Slovakia,Male,Chronic obstructive pulmonary disease,116.3
Slovakia,Female,Total,821.5
Slovakia,Female,Lower respiratory infections,83.57
Slovakia,Female,"Trachea, bronchus, lung cancers",53.29
Slovakia,Female,Cataracts,0
Slovakia,Female,Ischaemic heart disease,459.2
Slovakia,Female,Stroke,170.4
Slovakia,Female,Chronic obstructive pulmonary disease,55.03
Slovenia,Both sexes,Total,802
Slovenia,Both sexes,Lower respiratory infections,65.31
Slovenia,Both sexes,"Trachea, bronchus, lung cancers",132.2
Slovenia,Both sexes,Cataracts,0
Slovenia,Both sexes,Ischaemic heart disease,363.9
Slovenia,Both sexes,Stroke,161
Slovenia,Both sexes,Chronic obstructive pulmonary disease,79.52
Slovenia,Male,Total,947.6
Slovenia,Male,Lower respiratory infections,63.39
Slovenia,Male,"Trachea, bronchus, lung cancers",183.7
Slovenia,Male,Ischaemic heart disease,440.4
Slovenia,Male,Stroke,158.8
Slovenia,Male,Chronic obstructive pulmonary disease,101.5
Slovenia,Female,Total,658.5
Slovenia,Female,Lower respiratory infections,67.2
Slovenia,Female,"Trachea, bronchus, lung cancers",81.55
Slovenia,Female,Cataracts,0
Slovenia,Female,Ischaemic heart disease,288.6
Slovenia,Female,Stroke,163.2
Slovenia,Female,Chronic obstructive pulmonary disease,57.9
Sweden,Both sexes,Total,297.8
Sweden,Both sexes,Lower respiratory infections,15.15
Sweden,Both sexes,"Trachea, bronchus, lung cancers",19.15
Sweden,Both sexes,Cataracts,0
Sweden,Both sexes,Ischaemic heart disease,164.5
Sweden,Both sexes,Stroke,49.76
Sweden,Both sexes,Chronic obstructive pulmonary disease,49.25
Sweden,Male,Total,334.5
Sweden,Male,Lower respiratory infections,16.7
Sweden,Male,"Trachea, bronchus, lung cancers",18.99
Sweden,Male,Ischaemic heart disease,207
Sweden,Male,Stroke,50.15
Sweden,Male,Chronic obstructive pulmonary disease,41.65
Sweden,Female,Total,261
Sweden,Female,Lower respiratory infections,13.59
Sweden,Female,"Trachea, bronchus, lung cancers",19.31
Sweden,Female,Cataracts,0
Sweden,Female,Ischaemic heart disease,121.9
Sweden,Female,Stroke,49.36
Sweden,Female,Chronic obstructive pulmonary disease,56.85
